Player,Season,Height_in,Height_cm,Position,Team,Games,MPG,PPG
A.J. Green,2020-21,76,193.04,SG,MIL,73,22.7,7.4
A.J. Lawson,2020-21,78,198.12,SG,TOR,26,18.7,9.1
AJ Johnson,2020-21,76,193.04,SG,2TM,29,22,7.6
Aaron Gordon,2020-21,80,203.2,PF,DEN,51,28.4,14.7
Aaron Holiday,2020-21,72,182.88,PG,HOU,62,12.8,5.5
Aaron Nesmith,2020-21,77,195.58,SF,IND,45,24.9,12
Aaron Wiggins,2020-21,78,198.12,SG,OKC,76,22.9,12
Adem Bona,2020-21,82,208.28,C,PHI,58,15.6,5.8
Ajay Mitchell,2020-21,77,195.58,SG,OKC,36,16.6,6.5
Al Horford,2020-21,81,205.74,C,BOS,60,27.7,9
Alec Burks,2020-21,78,198.12,SG,MIA,49,17.6,7.3
Alex Caruso,2020-21,77,195.58,SG,OKC,54,19.3,7.1
Alex Sarr,2020-21,84,213.36,C,WAS,67,27.1,13
Alperen ÅengÃ¼n,2020-21,,,C,HOU,76,31.5,19.1
Amen Thompson,2020-21,79,200.66,SF,HOU,69,32.2,14.1
Amir Coffey,2020-21,79,200.66,SG,LAC,72,24.3,9.7
Andre Drummond,2020-21,83,210.82,C,PHI,40,18.8,7.3
Andrew Nembhard,2020-21,77,195.58,SG,IND,65,28.9,10
Andrew Wiggins,2020-21,79,200.66,SF,2TM,60,30.7,18
Anfernee Simons,2020-21,75,190.5,SG,POR,70,32.7,19.3
Anthony Black,2020-21,79,200.66,PG,ORL,78,24.2,9.4
Anthony Davis,2020-21,82,208.28,C,2TM,51,33.5,24.7
Anthony Edwards,2020-21,76,193.04,SG,MIN,79,36.3,27.6
Antonio Reeves,2020-21,77,195.58,SG,NOP,44,15,6.9
Ausar Thompson,2020-21,79,200.66,SF,DET,59,22.5,10.1
Austin Reaves,2020-21,77,195.58,SG,LAL,73,34.9,20.2
Ayo Dosunmu,2020-21,77,195.58,SG,CHI,46,30.3,12.3
Bam Adebayo,2020-21,81,205.74,C,MIA,78,34.3,18.1
Ben Sheppard,2020-21,78,198.12,SG,IND,63,19.5,5.3
Ben Simmons,2020-21,82,208.28,PG,2TM,51,22,5
Bennedict Mathurin,2020-21,78,198.12,SF,IND,72,29.8,16.1
Bilal Coulibaly,2020-21,78,198.12,SF,WAS,59,33,12.3
Bismack Biyombo,2020-21,80,203.2,C,SAS,28,18.9,5.1
Bobby Portis,2020-21,82,208.28,PF,MIL,49,25.4,13.9
Bogdan BogdanoviÄ,2020-21,,,SG,2TM,54,25,10.8
Bol Bol,2020-21,87,220.98,PF,PHO,36,12.4,6.8
Bones Hyland,2020-21,74,187.96,PG,2TM,24,10,6.2
Bradley Beal,2020-21,76,193.04,SG,PHO,53,32.1,17
Brandin Podziemski,2020-21,77,195.58,SG,GSW,64,26.8,11.7
Brandon Boston Jr.,2020-21,79,200.66,SG,NOP,42,23.6,10.7
Brandon Clarke,2020-21,80,203.2,PF,MEM,64,18.9,8.3
Brandon Miller,2020-21,81,205.74,SF,CHO,27,34.2,21
Brandon Williams,2020-21,78,198.12,PG,DAL,33,14.8,8.3
Brandon Williams,2020-21,73,185.42,PG,DAL,33,14.8,8.3
Brice Sensabaugh,2020-21,78,198.12,SF,UTA,71,20.2,10.9
Brook Lopez,2020-21,85,215.9,C,MIL,80,31.8,13
Bruce Brown,2020-21,76,193.04,PG,2TM,41,22.5,8.3
Bub Carrington,2020-21,76,193.04,PG,WAS,82,30,9.8
Buddy Hield,2020-21,76,193.04,SG,GSW,82,22.7,11.1
CJ McCollum,2020-21,75,190.5,PG,NOP,56,32.7,21.1
Cade Cunningham,2020-21,78,198.12,PG,DET,70,35,26.1
Caleb Martin,2020-21,77,195.58,SF,2TM,45,27.1,7.9
Cam Thomas,2020-21,76,193.04,SG,BRK,25,31.2,24
Cam Whitmore,2020-21,79,200.66,SF,HOU,51,16.2,9.4
Cameron Johnson,2020-21,80,203.2,PF,BRK,57,31.6,18.8
Cameron Payne,2020-21,75,190.5,PG,NYK,72,15.1,6.9
Caris LeVert,2020-21,78,198.12,SG,2TM,64,24.9,12.1
Cason Wallace,2020-21,76,193.04,SG,OKC,68,27.6,8.4
Chet Holmgren,2020-21,85,215.9,C,OKC,32,27.4,15
Chris Boucher,2020-21,81,205.74,PF,TOR,50,17.2,10
Chris Paul,2020-21,72,182.88,PG,SAS,82,28,8.8
Christian Braun,2020-21,78,198.12,SG,DEN,79,33.9,15.4
Clint Capela,2020-21,82,208.28,C,ATL,55,21.4,8.9
Coby White,2020-21,77,195.58,SG,CHI,74,33.1,20.4
Cody Martin,2020-21,77,195.58,SF,2TM,53,22.1,6.8
Cole Anthony,2020-21,74,187.96,PG,ORL,67,18.4,9.4
Colin Castleton,2020-21,83,210.82,C,3TM,26,16.6,4.7
Collin Gillespie,2020-21,73,185.42,PG,PHO,33,14,5.9
Collin Sexton,2020-21,75,190.5,SG,UTA,63,27.9,18.4
Corey Kispert,2020-21,79,200.66,SF,WAS,61,26.3,11.6
D'Angelo Russell,2020-21,75,190.5,PG,2TM,58,25.5,12.6
DaQuan Jeffries,2020-21,77,195.58,SG,CHO,47,22.8,6.7
Dalano Banton,2020-21,81,205.74,PG,POR,67,16.7,8.3
Dalton Knecht,2020-21,78,198.12,SF,LAL,78,19.2,9.1
Damian Lillard,2020-21,74,187.96,PG,MIL,58,36.1,24.9
Daniel Gafford,2020-21,82,208.28,C,DAL,57,21.5,12.3
DantÃ© Exum,2020-21,,,PG,DAL,20,18.6,8.7
Dariq Whitehead,2020-21,79,200.66,SF,BRK,20,12.3,5.7
Darius Garland,2020-21,73,185.42,PG,CLE,75,30.7,20.6
Davion Mitchell,2020-21,74,187.96,PG,2TM,74,27.4,7.9
Day'Ron Sharpe,2020-21,83,210.82,C,BRK,50,18.2,7.9
De'Aaron Fox,2020-21,75,190.5,PG,2TM,62,36.1,23.5
De'Andre Hunter,2020-21,80,203.2,SF,2TM,64,27.2,17
DeMar DeRozan,2020-21,78,198.12,SF,SAC,77,35.9,22.2
Dean Wade,2020-21,81,205.74,PF,CLE,59,21.2,5.4
Deandre Ayton,2020-21,84,213.36,C,POR,40,30.2,14.4
Dejounte Murray,2020-21,77,195.58,PG,NOP,31,32.6,17.5
Deni Avdija,2020-21,81,205.74,SF,POR,72,30,16.9
Dennis SchrÃ¶der,2020-21,,,PG,3TM,75,28.1,13.1
Dereck Lively II,2020-21,85,215.9,C,DAL,36,23.1,8.7
Derrick Jones Jr.,2020-21,77,195.58,SF,LAC,77,24.3,10.1
Derrick White,2020-21,76,193.04,SG,BOS,76,33.9,16.4
Desmond Bane,2020-21,77,195.58,SG,MEM,69,32,19.2
Devin Booker,2020-21,78,198.12,SG,PHO,75,37.3,25.6
Devin Vassell,2020-21,77,195.58,SG,SAS,64,31,16.3
Dillon Brooks,2020-21,78,198.12,SF,HOU,75,31.8,14
Domantas Sabonis,2020-21,82,208.28,C,SAC,70,34.7,19.1
Donovan Clingan,2020-21,86,218.44,C,POR,67,19.8,6.5
Donovan Mitchell,2020-21,75,190.5,SG,CLE,71,31.4,24
Donte DiVincenzo,2020-21,76,193.04,SG,MIN,62,25.9,11.7
Dorian Finney-Smith,2020-21,79,200.66,PF,2TM,63,28.9,8.7
Draymond Green,2020-21,78,198.12,PF,GSW,68,29.2,9
Duncan Robinson,2020-21,79,200.66,SF,MIA,74,24.1,11
Dyson Daniels,2020-21,80,203.2,SG,ATL,76,33.8,14.1
Eric Gordon,2020-21,75,190.5,SG,PHI,39,19.7,6.8
Evan Mobley,2020-21,83,210.82,PF,CLE,71,30.5,18.5
Franz Wagner,2020-21,82,208.28,SF,ORL,60,33.7,24.2
Fred VanVleet,2020-21,72,182.88,PG,HOU,60,35.2,14.1
GG Jackson II,2020-21,81,205.74,PF,MEM,29,15.8,7.2
Gabe Vincent,2020-21,75,190.5,PG,LAL,72,21.2,6.4
Garrison Mathews,2020-21,77,195.58,SG,ATL,47,17.7,7.5
Gary Payton II,2020-21,74,187.96,SG,GSW,62,15,6.5
Gary Trent Jr.,2020-21,77,195.58,SG,MIL,74,25.6,11.1
Georges Niang,2020-21,79,200.66,PF,2TM,79,21.5,9.9
Giannis Antetokounmpo,2020-21,83,210.82,PF,MIL,67,34.2,30.4
Goga Bitadze,2020-21,83,210.82,C,ORL,70,20.4,7.2
Gradey Dick,2020-21,78,198.12,SG,TOR,54,29.4,14.4
Grayson Allen,2020-21,76,193.04,SG,PHO,64,24.1,10.6
Guerschon Yabusele,2020-21,80,203.2,C,PHI,70,27.1,11
Harrison Barnes,2020-21,80,203.2,PF,SAS,82,27.2,12.3
Haywood Highsmith,2020-21,79,200.66,SF,MIA,74,24.6,6.5
Herbert Jones,2020-21,80,203.2,SF,NOP,20,32.4,10.3
Immanuel Quickley,2020-21,75,190.5,PG,TOR,33,27.8,17.1
Isaac Okoro,2020-21,77,195.58,SG,CLE,55,19.1,6.1
Isaiah Collier,2020-21,75,190.5,PG,UTA,71,25.9,8.7
Isaiah Hartenstein,2020-21,84,213.36,C,OKC,57,27.9,11.2
Isaiah Joe,2020-21,77,195.58,SG,OKC,74,21.7,10.2
Isaiah Stewart,2020-21,80,203.2,C,DET,72,19.9,6
Isaiah Wong,2020-21,76,193.04,SG,CHO,20,13.3,6
Ivica Zubac,2020-21,84,213.36,C,LAC,80,32.8,16.8
Ja Morant,2020-21,74,187.96,PG,MEM,50,30.4,23.2
Ja'Kobe Walter,2020-21,77,195.58,SG,TOR,52,21.2,8.6
Jabari Smith Jr.,2020-21,83,210.82,PF,HOU,57,30.1,12.2
Jabari Walker,2020-21,81,205.74,PF,POR,60,12.5,5.2
Jaden Hardy,2020-21,76,193.04,SG,DAL,57,15.9,8.7
Jaden Ivey,2020-21,76,193.04,SG,DET,30,29.9,17.6
Jaden McDaniels,2020-21,81,205.74,PF,MIN,82,31.9,12.2
Jaime Jaquez Jr.,2020-21,78,198.12,SF,MIA,66,20.7,8.6
Jake LaRavia,2020-21,80,203.2,PF,2TM,66,20.4,6.9
Jakob Poeltl,2020-21,84,213.36,C,TOR,57,29.6,14.5
Jalen Brunson,2020-21,74,187.96,PG,NYK,65,35.4,26
Jalen Duren,2020-21,82,208.28,C,DET,78,26.1,11.8
Jalen Green,2020-21,76,193.04,SG,HOU,82,32.9,21
Jalen Johnson,2020-21,81,205.74,SF,ATL,36,35.7,18.9
Jalen Smith,2020-21,82,208.28,C,CHI,64,15,8.2
Jalen Suggs,2020-21,77,195.58,PG,ORL,35,28.6,16.2
Jalen Williams,2020-21,78,198.12,SG,OKC,69,32.4,21.6
Jalen Wilson,2020-21,80,203.2,PF,BRK,79,25.7,9.5
Jamal Cain,2020-21,79,200.66,SF,NOP,37,13.6,5.3
Jamal Murray,2020-21,76,193.04,PG,DEN,67,36.1,21.4
Jamal Shead,2020-21,72,182.88,PG,TOR,75,19.6,7.1
James Harden,2020-21,77,195.58,PG,LAC,79,35.3,22.8
Jamison Battle,2020-21,79,200.66,SF,TOR,59,17.7,7.1
Jarace Walker,2020-21,80,203.2,PF,IND,75,15.8,6.1
Jared Butler,2020-21,75,190.5,SG,2TM,60,17.4,9
Jared McCain,2020-21,74,187.96,SG,PHI,23,25.7,15.3
Jaren Jackson Jr.,2020-21,82,208.28,C,MEM,74,29.8,22.2
Jarrett Allen,2020-21,83,210.82,C,CLE,82,28,13.5
Javonte Green,2020-21,76,193.04,SG,2TM,68,18.5,5.1
Jaxson Hayes,2020-21,84,213.36,C,LAL,56,19.5,6.8
Jay Huff,2020-21,85,215.9,C,MEM,64,11.7,6.9
Jaylen Brown,2020-21,78,198.12,SF,BOS,63,34.3,22.2
Jaylen Wells,2020-21,79,200.66,SG,MEM,79,25.9,10.4
Jaylin Williams,2020-21,80,203.2,PF,OKC,47,16.7,5.9
Jayson Tatum,2020-21,80,203.2,PF,BOS,72,36.4,26.8
Jeff Dowtin Jr.,2020-21,,,PG,PHI,41,15.1,7
Jeff Green,2020-21,80,203.2,PF,HOU,32,12.4,5.4
Jerami Grant,2020-21,79,200.66,PF,POR,47,32.4,14.4
Jeremiah Robinson-Earl,2020-21,81,205.74,PF,NOP,66,18.8,6.3
Jeremy Sochan,2020-21,80,203.2,PF,SAS,54,25.3,11.4
Jimmy Butler,2020-21,79,200.66,SF,2TM,55,31.7,17.5
Jock Landale,2020-21,83,210.82,C,HOU,42,11.9,4.8
John Collins,2020-21,81,205.74,PF,UTA,40,30.5,19
Johnny Juzang,2020-21,79,200.66,SG,UTA,64,19.8,8.9
Jonas ValanÄiÅ«nas,2020-21,,,C,2TM,81,18.8,10.4
Jonathan Isaac,2020-21,82,208.28,PF,ORL,71,15.4,5.4
Jonathan Kuminga,2020-21,80,203.2,PF,GSW,47,24.3,15.3
Jonathan Mogbo,2020-21,81,205.74,PF,TOR,63,20.4,6.2
Jordan Clarkson,2020-21,75,190.5,SG,UTA,37,26,16.2
Jordan Goodwin,2020-21,75,190.5,PG,LAL,29,18.7,5.6
Jordan Hawkins,2020-21,77,195.58,SG,NOP,56,23.6,10.8
Jordan Poole,2020-21,76,193.04,SG,WAS,68,29.4,20.5
Jose Alvarado,2020-21,72,182.88,PG,NOP,56,24.4,10.3
Josh Giddey,2020-21,80,203.2,PG,CHI,70,30.2,14.6
Josh Green,2020-21,77,195.58,SG,CHO,68,27.8,7.4
Josh Hart,2020-21,76,193.04,SG,NYK,77,37.6,13.6
Josh Okogie,2020-21,76,193.04,SG,2TM,40,15.6,7.1
Jrue Holiday,2020-21,76,193.04,PG,BOS,62,30.6,11.1
Julian Champagnie,2020-21,80,203.2,SF,SAS,82,23.6,9.9
Julian Strawther,2020-21,79,200.66,SG,DEN,65,21.3,9
Julius Randle,2020-21,81,205.74,PF,MIN,69,32.3,18.7
Justin Champagnie,2020-21,78,198.12,SF,WAS,62,21.6,8.8
Justin Edwards,2020-21,78,198.12,SF,PHI,44,26.3,10.1
Jusuf NurkiÄ,2020-21,,,C,2TM,51,20.8,8.9
KJ Martin,2020-21,78,198.12,PF,2TM,43,21.2,6.4
KJ Simpson,2020-21,72,182.88,PG,CHO,36,23.4,7.8
Kai Jones,2020-21,83,210.82,C,2TM,40,11.7,5
Karl-Anthony Towns,2020-21,84,213.36,C,NYK,72,35,24.4
Karlo MatkoviÄ,2020-21,,,PF,NOP,42,18.8,7.7
Kawhi Leonard,2020-21,79,200.66,SF,LAC,37,31.9,21.5
Keaton Wallace,2020-21,75,190.5,PG,ATL,31,16.2,5.4
Keegan Murray,2020-21,80,203.2,PF,SAC,76,34.3,12.4
Kel'el Ware,2020-21,84,213.36,C,MIA,64,22.2,9.3
Keldon Johnson,2020-21,77,195.58,SF,SAS,77,23.9,12.7
Kelly Olynyk,2020-21,83,210.82,C,2TM,44,20.3,8.7
Kelly Oubre Jr.,2020-21,80,203.2,SF,PHI,60,34.6,15.1
Kenrich Williams,2020-21,79,200.66,PF,OKC,69,16.4,6.3
Kentavious Caldwell-Pope,2020-21,77,195.58,SG,ORL,77,29.6,8.7
Keon Ellis,2020-21,78,198.12,SG,SAC,80,24.4,8.3
Keon Johnson,2020-21,77,195.58,SG,BRK,79,24.4,10.6
Kevin Durant,2020-21,83,210.82,PF,PHO,62,36.5,26.6
Kevin Huerter,2020-21,79,200.66,SG,2TM,69,24.3,9.9
Kevin Love,2020-21,80,203.2,PF,MIA,23,10.9,5.3
Kevin Porter Jr.,2020-21,76,193.04,SG,2TM,75,19.8,10.3
Keyonte George,2020-21,76,193.04,PG,UTA,67,31.5,16.8
Khris Middleton,2020-21,79,200.66,SF,2TM,37,22.8,11.9
Klay Thompson,2020-21,77,195.58,SF,DAL,72,27.3,14
Kris Dunn,2020-21,75,190.5,PG,LAC,74,24.1,6.4
Kristaps PorziÅÄ£is,2020-21,,,C,BOS,42,28.8,19.5
Kyle Anderson,2020-21,81,205.74,PF,2TM,61,16.4,5.9
Kyle Filipowski,2020-21,83,210.82,C,UTA,72,21.1,9.6
Kyle Kuzma,2020-21,81,205.74,PF,2TM,65,29.8,14.8
Kyrie Irving,2020-21,74,187.96,SG,DAL,50,36.1,24.7
Kyshawn George,2020-21,79,200.66,SG,WAS,68,26.5,8.7
LaMelo Ball,2020-21,79,200.66,PG,CHO,47,32,25.2
Landry Shamet,2020-21,76,193.04,SG,NYK,50,15.2,5.7
Larry Nance Jr.,2020-21,80,203.2,PF,ATL,24,19.3,8.5
Lauri Markkanen,2020-21,84,213.36,PF,UTA,47,31.4,19
LeBron James,2020-21,81,205.74,SF,LAL,70,34.9,24.4
Lindy Waters III,2020-21,78,198.12,SG,2TM,52,15,4.9
Lonnie Walker IV,2020-21,76,193.04,SG,PHI,20,23.9,12.4
Lonzo Ball,2020-21,78,198.12,PG,CHI,35,22.2,7.6
Luguentz Dort,2020-21,76,193.04,SF,OKC,71,29.2,10.1
Luka DonÄiÄ,2020-21,,,PG,2TM,50,35.4,28.2
Luke Kennard,2020-21,77,195.58,SG,MEM,65,22.6,8.9
Luke Kornet,2020-21,86,218.44,C,BOS,73,18.6,6
Malaki Branham,2020-21,76,193.04,SG,SAS,47,9.1,5
Malcolm Brogdon,2020-21,76,193.04,PG,WAS,24,23.5,12.7
Malik Beasley,2020-21,76,193.04,SG,DET,82,27.8,16.3
Malik Monk,2020-21,75,190.5,SG,SAC,65,31.6,17.2
Marcus Sasser,2020-21,74,187.96,PG,DET,57,14.2,6.6
Marcus Smart,2020-21,75,190.5,PG,2TM,34,20,9
Mark Williams,2020-21,84,213.36,C,CHO,44,26.6,15.3
Matas Buzelis,2020-21,82,208.28,SF,CHI,80,18.9,8.6
Max Christie,2020-21,78,198.12,SG,2TM,78,27.3,9.6
Max Strus,2020-21,77,195.58,SF,CLE,50,25.5,9.4
Michael Porter Jr.,2020-21,82,208.28,SF,DEN,77,33.7,18.2
Mikal Bridges,2020-21,78,198.12,SF,NYK,82,37,17.6
Mike Conley,2020-21,72,182.88,PG,MIN,71,24.7,8.2
Miles Bridges,2020-21,79,200.66,PF,CHO,64,31.7,20.3
Miles McBride,2020-21,74,187.96,SG,NYK,64,24.9,9.5
Monte Morris,2020-21,74,187.96,PG,PHO,45,12.7,5.2
Moritz Wagner,2020-21,83,210.82,C,ORL,30,18.8,12.9
Moses Moody,2020-21,77,195.58,SG,GSW,74,22.3,9.8
Mouhamed Gueye,2020-21,83,210.82,PF,ATL,33,16.2,6
Moussa DiabatÃ©,2020-21,,,C,CHO,71,17.5,5.7
Myles Turner,2020-21,83,210.82,C,IND,72,30.2,15.6
Naji Marshall,2020-21,79,200.66,SF,DAL,69,27.8,13.2
Naz Reid,2020-21,81,205.74,C,MIN,80,27.5,14.2
Neemias Queta,2020-21,84,213.36,C,BOS,62,13.9,5
Nic Claxton,2020-21,83,210.82,C,BRK,70,26.9,10.3
Nick Richards,2020-21,84,213.36,C,2TM,57,22,9.3
Nick Smith Jr.,2020-21,74,187.96,SG,CHO,60,22.8,9.9
Nickeil Alexander-Walker,2020-21,77,195.58,SG,MIN,82,25.3,9.4
Nikola JokiÄ,2020-21,,,C,DEN,70,36.7,29.6
Nikola JoviÄ,2020-21,,,PF,MIA,46,25.1,10.7
Nikola VuÄeviÄ,2020-21,,,C,CHI,73,31.2,18.5
Noah Clowney,2020-21,82,208.28,PF,BRK,46,22.7,9.1
Norman Powell,2020-21,75,190.5,SG,LAC,60,32.6,21.8
OG Anunoby,2020-21,79,200.66,PF,NYK,74,36.6,18
Obi Toppin,2020-21,81,205.74,PF,IND,79,19.6,10.5
Ochai Agbaji,2020-21,77,195.58,SG,TOR,64,27.2,10.4
Onyeka Okongwu,2020-21,80,203.2,C,ATL,74,27.9,13.4
Orlando Robinson,2020-21,84,213.36,C,2TM,44,17.5,6.9
P.J. Washington,2020-21,79,200.66,PF,DAL,57,32.2,14.7
Paolo Banchero,2020-21,82,208.28,PF,ORL,46,34.4,25.9
Pascal Siakam,2020-21,80,203.2,PF,IND,78,32.7,20.2
Pat Connaughton,2020-21,77,195.58,SG,MIL,41,14.7,5.3
Patrick Williams,2020-21,79,200.66,PF,CHI,63,25,9
Paul George,2020-21,80,203.2,PF,PHI,41,32.5,16.2
Payton Pritchard,2020-21,73,185.42,PG,BOS,80,28.4,14.3
Peyton Watson,2020-21,80,203.2,SF,DEN,68,24.4,8.1
Precious Achiuwa,2020-21,80,203.2,C,NYK,57,20.5,6.6
Quentin Grimes,2020-21,77,195.58,SG,2TM,75,26.8,14.6
Quenton Jackson,2020-21,77,195.58,PG,IND,28,13.6,5.8
Quinten Post,2020-21,84,213.36,PF,GSW,42,16.3,8.1
RJ Barrett,2020-21,78,198.12,SF,TOR,58,32.2,21.1
Richaun Holmes,2020-21,82,208.28,PF,WAS,31,17.2,7.4
Ricky Council IV,2020-21,78,198.12,SF,PHI,73,17.1,7.3
Robert Williams,2020-21,81,205.74,C,POR,20,17.6,5.8
Ron Holland,2020-21,80,203.2,SF,DET,81,15.6,6.4
Royce O'Neale,2020-21,76,193.04,SF,PHO,75,24.5,9.1
Rudy Gobert,2020-21,85,215.9,C,MIN,72,33.2,12
Rui Hachimura,2020-21,80,203.2,PF,LAL,59,31.7,13.1
Russell Westbrook,2020-21,76,193.04,PG,DEN,75,27.9,13.3
Ryan Dunn,2020-21,78,198.12,SF,PHO,74,19.1,6.9
Ryan Rollins,2020-21,76,193.04,PG,MIL,56,14.6,6.2
Sam Hauser,2020-21,80,203.2,PF,BOS,71,21.7,8.5
Sam Merrill,2020-21,76,193.04,SG,CLE,71,19.7,7.2
Sandro Mamukelashvili,2020-21,83,210.82,PF,SAS,61,11.2,6.3
Santi Aldama,2020-21,83,210.82,PF,MEM,65,25.5,12.5
Scoot Henderson,2020-21,75,190.5,PG,POR,66,26.7,12.7
Scottie Barnes,2020-21,79,200.66,PF,TOR,65,32.8,19.3
Scotty Pippen Jr.,2020-21,73,185.42,PG,MEM,79,21.3,9.9
Seth Curry,2020-21,73,185.42,SG,CHO,68,15.6,6.5
Shaedon Sharpe,2020-21,78,198.12,SG,POR,72,31.3,18.5
Shai Gilgeous-Alexander,2020-21,78,198.12,PG,OKC,76,34.2,32.7
Shake Milton,2020-21,77,195.58,SG,2TM,57,14.7,5.5
Simone Fontecchio,2020-21,80,203.2,SF,DET,75,16.5,5.9
Spencer Dinwiddie,2020-21,77,195.58,PG,DAL,79,27,11
Stephen Curry,2020-21,74,187.96,PG,GSW,70,32.2,24.5
Stephon Castle,2020-21,78,198.12,SG,SAS,81,26.7,14.7
Svi Mykhailiuk,2020-21,79,200.66,SF,UTA,38,20,8.8
T.J. McConnell,2020-21,73,185.42,PG,IND,79,17.9,9.1
Talen Horton-Tucker,2020-21,76,193.04,SG,CHI,58,12.5,6.5
Tari Eason,2020-21,80,203.2,PF,HOU,57,24.9,12
Taurean Prince,2020-21,78,198.12,SF,MIL,80,27.1,8.2
Terance Mann,2020-21,77,195.58,SG,2TM,67,21.1,7.7
Terry Rozier,2020-21,73,185.42,PG,MIA,64,25.9,10.6
Thomas Bryant,2020-21,82,208.28,C,2TM,66,14.6,6.5
Tidjane SalaÃ¼n,2020-21,,,PF,CHO,60,20.7,5.9
Tim Hardaway Jr.,2020-21,77,195.58,SG,DET,77,28,11
Tobias Harris,2020-21,80,203.2,PF,DET,73,31.6,13.7
Tosan Evbuomwan,2020-21,80,203.2,SF,BRK,28,23.8,9.5
Toumani Camara,2020-21,80,203.2,PF,POR,78,32.7,11.3
Trae Young,2020-21,73,185.42,PG,ATL,76,36,24.2
Trayce Jackson-Davis,2020-21,81,205.74,C,GSW,62,15.6,6.6
Tre Jones,2020-21,73,185.42,PG,2TM,46,19.7,7.2
Trendon Watford,2020-21,81,205.74,PF,BRK,44,20.8,10.2
Trevelin Queen,2020-21,78,198.12,SG,ORL,31,13.9,4.9
Trey Lyles,2020-21,81,205.74,PF,SAC,69,19.6,6.5
Trey Murphy III,2020-21,80,203.2,SF,NOP,53,35,21.2
Tristan Da Silva,2020-21,80,203.2,SF,ORL,74,22,7.2
Tristan Vukcevic,2020-21,82,208.28,C,WAS,35,14.7,9.4
Ty Jerome,2020-21,77,195.58,SG,CLE,70,19.9,12.5
Tyler Herro,2020-21,77,195.58,SG,MIA,77,35.4,23.9
Tyrese Haliburton,2020-21,77,195.58,PG,IND,73,33.6,18.6
Tyrese Martin,2020-21,78,198.12,SG,BRK,60,21.9,8.7
Tyrese Maxey,2020-21,74,187.96,PG,PHI,52,37.7,26.3
Tyus Jones,2020-21,73,185.42,PG,PHO,81,26.8,10.2
Vasilije MiciÄ,2020-21,,,PG,2TM,41,19.1,6.6
Victor Wembanyama,2020-21,87,220.98,C,SAS,46,33.2,24.3
Vince Williams Jr.,2020-21,76,193.04,SG,MEM,27,18.5,6.6
VÃ­t KrejÄÃ­,2020-21,,,PG,ATL,57,20.2,7.2
Walker Kessler,2020-21,84,213.36,C,UTA,58,30,11.1
Wendell Carter Jr.,2020-21,82,208.28,C,ORL,68,25.9,9.1
Yves Missi,2020-21,83,210.82,C,NOP,73,26.8,9.1
Zaccharie Risacher,2020-21,80,203.2,SF,ATL,75,24.6,12.6
Zach Collins,2020-21,83,210.82,PF,2TM,64,15.3,6.4
Zach Edey,2020-21,88,223.52,C,MEM,66,21.5,9.2
Zach LaVine,2020-21,77,195.58,SG,2TM,74,35.2,23.3
Ziaire Williams,2020-21,81,205.74,SF,BRK,63,24.5,10
